Year,Anomaly,Region
193508,0.01,northAmerica
193509,-0.02,northAmerica
193510,-0.52,northAmerica
193511,-1.35,northAmerica
193512,-0.14,northAmerica
193601,-1.19,northAmerica
193602,-3.68,northAmerica
193603,0.45,northAmerica
193604,-0.45,northAmerica
193605,0.36,northAmerica
193606,0.36,northAmerica
193607,1.0,northAmerica
193608,0.46,northAmerica
193609,0.03,northAmerica
193610,-0.68,northAmerica
193611,-0.53,northAmerica
193612,-0.81,northAmerica
193701,-0.83,northAmerica
193702,-0.61,northAmerica
193703,0.2,northAmerica
193704,0.14,northAmerica
193705,0.62,northAmerica
193706,0.52,northAmerica
193707,0.39,northAmerica
193708,0.29,northAmerica
193709,0.44,northAmerica
193710,0.3,northAmerica
193711,0.23,northAmerica
193712,-0.5,northAmerica
193801,0.3,northAmerica
193802,-0.25,northAmerica
193803,1.01,northAmerica
193804,-0.06,northAmerica
193805,0.27,northAmerica
193806,0.22,northAmerica
193807,0.19,northAmerica
193808,0.2,northAmerica
193809,1.24,northAmerica
193810,1.46,northAmerica
193811,-0.16,northAmerica
193812,1.51,northAmerica
193901,1.6,northAmerica
193902,-2.48,northAmerica
193903,-0.86,northAmerica
193904,0.56,northAmerica
193905,0.71,northAmerica
193906,-0.03,northAmerica
193907,0.36,northAmerica
193908,0.19,northAmerica
193909,0.37,northAmerica
193910,-0.52,northAmerica
193911,0.51,northAmerica
193912,3.16,northAmerica
194001,0.93,northAmerica
194002,1.27,northAmerica
194003,0.8,northAmerica
194004,0.83,northAmerica
194005,0.6,northAmerica
194006,-0.22,northAmerica
194007,0.21,northAmerica
194008,0.01,northAmerica
194009,0.91,northAmerica
194010,0.9,northAmerica
194011,-0.81,northAmerica
194012,1.28,northAmerica
194101,1.06,northAmerica
194102,1.77,northAmerica
194103,0.34,northAmerica
194104,0.94,northAmerica
194105,0.7,northAmerica
194106,0.39,northAmerica
194107,0.41,northAmerica
194108,0.09,northAmerica
194109,-0.4,northAmerica
194110,0.29,northAmerica
194111,0.16,northAmerica
194112,1.45,northAmerica
194201,1.93,northAmerica
194202,0.14,northAmerica
194203,1.55,northAmerica
194204,0.79,northAmerica
194205,0.47,northAmerica
194206,0.08,northAmerica
194207,0.02,northAmerica
194208,-0.03,northAmerica
194209,-0.12,northAmerica
194210,0.82,northAmerica
194211,-0.1,northAmerica
194212,-1.05,northAmerica
194301,-0.78,northAmerica
194302,0.69,northAmerica
194303,-1.61,northAmerica
194304,0.52,northAmerica
194305,-0.3,northAmerica
194306,-0.12,northAmerica
194307,0.18,northAmerica
194308,0.31,northAmerica
194309,-0.05,northAmerica
194310,0.95,northAmerica
194311,1.23,northAmerica
194312,1.0,northAmerica
194401,2.01,northAmerica
194402,0.76,northAmerica
194403,-1.03,northAmerica
194404,0.7,northAmerica
194405,0.46,northAmerica
194406,0.09,northAmerica
194407,-0.12,northAmerica
194408,0.03,northAmerica
194409,0.31,northAmerica
194410,0.75,northAmerica
194411,0.35,northAmerica
194412,0.52,northAmerica
194501,1.55,northAmerica
194502,1.06,northAmerica
194503,2.1,northAmerica
194504,-1.13,northAmerica
194505,-0.91,northAmerica
194506,-0.71,northAmerica
194507,-0.29,northAmerica
194508,0.06,northAmerica
194509,-0.37,northAmerica
194510,0.48,northAmerica
194511,-0.66,northAmerica
194512,-1.01,northAmerica
194601,0.65,northAmerica
194602,-0.56,northAmerica
194603,2.16,northAmerica
194604,0.66,northAmerica
194605,0.06,northAmerica
194606,-0.18,northAmerica
194607,-0.1,northAmerica
194608,-0.15,northAmerica
194609,0.0,northAmerica
194610,0.02,northAmerica
194611,-0.23,northAmerica
194612,0.07,northAmerica
194701,0.61,northAmerica
194702,0.57,northAmerica
194703,0.83,northAmerica
194704,-0.62,northAmerica
194705,-0.42,northAmerica
194706,-0.57,northAmerica
194707,-0.03,northAmerica
194708,-0.17,northAmerica
194709,0.01,northAmerica
194710,1.63,northAmerica
194711,0.38,northAmerica
194712,1.07,northAmerica
194801,0.71,northAmerica
194802,-1.27,northAmerica
194803,-1.57,northAmerica
194804,-0.58,northAmerica
194805,0.26,northAmerica
194806,0.41,northAmerica
194807,0.25,northAmerica
194808,0.22,northAmerica
194809,0.7,northAmerica
194810,0.43,northAmerica
194811,0.4,northAmerica
194812,-0.92,northAmerica
194901,-0.73,northAmerica
194902,-2.15,northAmerica
194903,0.74,northAmerica
194904,0.04,northAmerica
194905,-0.18,northAmerica
194906,-0.15,northAmerica
194907,-0.17,northAmerica
194908,0.33,northAmerica
194909,-0.11,northAmerica
194910,-0.18,northAmerica
194911,1.7,northAmerica
194912,-0.27,northAmerica
195001,-1.53,northAmerica
195002,-0.78,northAmerica
195003,-0.29,northAmerica
195004,-1.22,northAmerica
195005,-0.24,northAmerica
195006,-0.23,northAmerica
195007,-0.55,northAmerica
195008,-0.66,northAmerica
195009,-0.02,northAmerica
195010,0.28,northAmerica
195011,-0.54,northAmerica
195012,0.92,northAmerica
195101,-0.36,northAmerica
195102,-0.3,northAmerica
195103,-1.3,northAmerica
195104,-0.23,northAmerica
195105,0.52,northAmerica
195106,-0.37,northAmerica
195107,0.12,northAmerica
195108,0.18,northAmerica
195109,0.14,northAmerica
195110,-0.68,northAmerica
195111,-0.53,northAmerica
195112,-1.32,northAmerica
195201,-0.43,northAmerica
195202,0.75,northAmerica
195203,-0.41,northAmerica
195204,0.89,northAmerica
195205,0.74,northAmerica
195206,0.42,northAmerica
195207,0.05,northAmerica
195208,0.07,northAmerica
195209,0.16,northAmerica
195210,-0.01,northAmerica
195211,1.22,northAmerica
195212,2.16,northAmerica
195301,0.84,northAmerica
195302,1.74,northAmerica
195303,0.71,northAmerica
195304,0.73,northAmerica
195305,0.22,northAmerica
195306,0.31,northAmerica
195307,0.2,northAmerica
195308,0.53,northAmerica
195309,0.41,northAmerica
195310,0.65,northAmerica
195311,1.31,northAmerica
195312,0.31,northAmerica
195401,-0.97,northAmerica
195402,2.45,northAmerica
195403,0.02,northAmerica
195404,-0.6,northAmerica
195405,-0.18,northAmerica
195406,0.12,northAmerica
195407,0.34,northAmerica
195408,0.44,northAmerica
195409,0.53,northAmerica
195410,0.49,northAmerica
195411,1.79,northAmerica
195412,0.56,northAmerica
195501,0.9,northAmerica
195502,-1.06,northAmerica
195503,-1.23,northAmerica
195504,0.77,northAmerica
195505,0.16,northAmerica
195506,0.18,northAmerica
195507,0.13,northAmerica
195508,0.23,northAmerica
195509,0.03,northAmerica
195510,0.91,northAmerica
195511,-1.88,northAmerica
195512,-1.07,northAmerica
195601,0.36,northAmerica
195602,-0.42,northAmerica
195603,-0.53,northAmerica
195604,-0.36,northAmerica
195605,-0.6,northAmerica
195606,0.12,northAmerica
195607,-0.2,northAmerica
195608,-0.24,northAmerica
195609,-0.73,northAmerica
195610,-0.38,northAmerica
195611,-0.39,northAmerica
195612,-0.39,northAmerica
195701,-0.85,northAmerica
195702,0.59,northAmerica
195703,0.82,northAmerica
195704,0.03,northAmerica
195705,-0.29,northAmerica
195706,0.07,northAmerica
195707,0.25,northAmerica
195708,0.14,northAmerica
195709,0.37,northAmerica
195710,-0.35,northAmerica
195711,0.03,northAmerica
195712,0.41,northAmerica
195801,2.24,northAmerica
195802,-0.29,northAmerica
195803,0.78,northAmerica
195804,-0.06,northAmerica
195805,0.74,northAmerica
195806,0.04,northAmerica
195807,0.08,northAmerica
195808,0.5,northAmerica
195809,0.22,northAmerica
195810,0.15,northAmerica
195811,-0.21,northAmerica
195812,-0.08,northAmerica
195901,-0.32,northAmerica
195902,-0.07,northAmerica
195903,-0.48,northAmerica
195904,-0.25,northAmerica
195905,-0.38,northAmerica
195906,0.08,northAmerica
195907,-0.03,northAmerica
195908,-0.25,northAmerica
195909,-0.11,northAmerica
195910,-0.96,northAmerica
195911,-0.84,northAmerica
195912,1.95,northAmerica
196001,0.65,northAmerica
196002,0.61,northAmerica
196003,-1.81,northAmerica
196004,-0.12,northAmerica
196005,0.45,northAmerica
196006,0.37,northAmerica
196007,0.31,northAmerica
196008,0.24,northAmerica
196009,0.32,northAmerica
196010,0.61,northAmerica
196011,0.13,northAmerica
196012,0.61,northAmerica
196101,0.6,northAmerica
196102,0.72,northAmerica
196103,-0.69,northAmerica
196104,-0.74,northAmerica
196105,-0.43,northAmerica
196106,0.48,northAmerica
196107,0.17,northAmerica
196108,0.35,northAmerica
196109,-0.81,northAmerica
196110,-0.68,northAmerica
196111,-0.33,northAmerica
196112,-1.08,northAmerica
196201,-0.43,northAmerica
196202,-0.41,northAmerica
196203,0.18,northAmerica
196204,-0.03,northAmerica
196205,-0.16,northAmerica
196206,0.04,northAmerica
196207,-0.22,northAmerica
196208,0.21,northAmerica
196209,-0.19,northAmerica
196210,0.77,northAmerica
196211,0.82,northAmerica
196212,0.89,northAmerica
196301,-0.61,northAmerica
196302,0.84,northAmerica
196303,-0.02,northAmerica
196304,0.84,northAmerica
196305,-0.28,northAmerica
196306,-0.07,northAmerica
196307,0.07,northAmerica
196308,0.04,northAmerica
196309,0.18,northAmerica
196310,1.64,northAmerica
196311,0.3,northAmerica
196312,-0.2,northAmerica
196401,0.82,northAmerica
196402,0.98,northAmerica
196403,-2.27,northAmerica
196404,-0.53,northAmerica
196405,-0.14,northAmerica
196406,-0.45,northAmerica
196407,-0.03,northAmerica
196408,-0.59,northAmerica
196409,-0.6,northAmerica
196410,-0.22,northAmerica
196411,-0.15,northAmerica
196412,-1.44,northAmerica
196501,-0.03,northAmerica
196502,-1.06,northAmerica
196503,-0.87,northAmerica
196504,0.22,northAmerica
196505,0.18,northAmerica
196506,-0.69,northAmerica
196507,-0.47,northAmerica
196508,-0.49,northAmerica
196509,-1.32,northAmerica
196510,-0.15,northAmerica
196511,0.74,northAmerica
196512,0.76,northAmerica
196601,-2.39,northAmerica
196602,0.01,northAmerica
196603,0.14,northAmerica
196604,-0.92,northAmerica
196605,-0.29,northAmerica
196606,-0.01,northAmerica
196607,0.45,northAmerica
196608,0.02,northAmerica
196609,0.36,northAmerica
196610,-0.57,northAmerica
196611,-0.8,northAmerica
196612,0.01,northAmerica
196701,0.76,northAmerica
196702,-0.87,northAmerica
196703,-0.64,northAmerica
196704,-0.84,northAmerica
196705,-0.53,northAmerica
196706,-0.38,northAmerica
196707,-0.32,northAmerica
196708,-0.1,northAmerica
196709,0.21,northAmerica
196710,-0.21,northAmerica
196711,-0.18,northAmerica
196712,0.83,northAmerica
196801,-0.58,northAmerica
196802,-0.03,northAmerica
196803,1.01,northAmerica
196804,-0.07,northAmerica
196805,-0.39,northAmerica
196806,-0.14,northAmerica
196807,-0.42,northAmerica
196808,-0.77,northAmerica
196809,0.13,northAmerica
196810,0.58,northAmerica
196811,0.3,northAmerica
196812,-1.05,northAmerica
196901,-0.82,northAmerica
196902,0.96,northAmerica
196903,-1.26,northAmerica
196904,0.64,northAmerica
196905,0.19,northAmerica
196906,-0.64,northAmerica
196907,-0.13,northAmerica
196908,0.26,northAmerica
196909,-0.13,northAmerica
196910,-0.69,northAmerica
196911,0.19,northAmerica
196912,2.08,northAmerica
197001,-0.54,northAmerica
197002,0.83,northAmerica
197003,-0.22,northAmerica
197004,-0.53,northAmerica
197005,-0.41,northAmerica
197006,0.09,northAmerica
197007,0.14,northAmerica
197008,0.24,northAmerica
197009,-0.35,northAmerica
197010,-0.39,northAmerica
197011,-0.04,northAmerica
197012,-1.13,northAmerica
197101,-1.32,northAmerica
197102,0.15,northAmerica
197103,-0.47,northAmerica
197104,-0.03,northAmerica
197105,-0.21,northAmerica
197106,0.47,northAmerica
197107,-0.23,northAmerica
197108,-0.07,northAmerica
197109,0.09,northAmerica
197110,0.23,northAmerica
197111,-0.5,northAmerica
197112,-1.36,northAmerica
197201,-1.04,northAmerica
197202,-1.7,northAmerica
197203,-0.09,northAmerica
197204,-0.97,northAmerica
197205,0.02,northAmerica
197206,-0.52,northAmerica
197207,-0.76,northAmerica
197208,-0.21,northAmerica
197209,-0.96,northAmerica
197210,-1.07,northAmerica
197211,-0.87,northAmerica
197212,-1.94,northAmerica
197301,0.71,northAmerica
197302,-0.48,northAmerica
197303,1.13,northAmerica
197304,-0.36,northAmerica
197305,0.23,northAmerica
197306,0.22,northAmerica
197307,0.02,northAmerica
197308,0.44,northAmerica
197309,0.23,northAmerica
197310,0.82,northAmerica
197311,-0.6,northAmerica
197312,0.43,northAmerica
197401,-0.8,northAmerica
197402,-0.37,northAmerica
197403,-0.49,northAmerica
197404,-0.24,northAmerica
197405,-0.31,northAmerica
197406,0.0,northAmerica
197407,0.15,northAmerica
197408,-0.48,northAmerica
197409,-1.13,northAmerica
197410,-0.78,northAmerica
197411,0.4,northAmerica
197412,0.36,northAmerica
197501,-0.73,northAmerica
197502,-0.16,northAmerica
197503,-1.15,northAmerica
197504,-0.71,northAmerica
197505,0.43,northAmerica
197506,0.24,northAmerica
197507,0.4,northAmerica
197508,-0.09,northAmerica
197509,-0.51,northAmerica
197510,0.04,northAmerica
197511,-0.37,northAmerica
197512,-0.75,northAmerica
197601,0.09,northAmerica
197602,0.84,northAmerica
197603,-0.18,northAmerica
197604,1.08,northAmerica
197605,0.05,northAmerica
197606,-0.07,northAmerica
197607,0.02,northAmerica
197608,-0.22,northAmerica
197609,0.44,northAmerica
197610,-0.95,northAmerica
197611,-0.05,northAmerica
197612,-0.4,northAmerica
197701,0.68,northAmerica
197702,2.42,northAmerica
197703,1.22,northAmerica
197704,1.27,northAmerica
197705,1.19,northAmerica
197706,0.62,northAmerica
197707,0.09,northAmerica
197708,-0.02,northAmerica
197709,0.46,northAmerica
197710,0.48,northAmerica
197711,0.21,northAmerica
197712,-0.86,northAmerica
197801,-0.3,northAmerica
197802,0.32,northAmerica
197803,-0.28,northAmerica
197804,0.35,northAmerica
197805,0.06,northAmerica
197806,-0.39,northAmerica
197807,-0.03,northAmerica
197808,-0.25,northAmerica
197809,0.14,northAmerica
197810,-0.61,northAmerica
197811,-0.89,northAmerica
197812,0.34,northAmerica
197901,-0.63,northAmerica
197902,-3.58,northAmerica
197903,0.18,northAmerica
197904,-0.14,northAmerica
197905,-0.4,northAmerica
197906,-0.14,northAmerica
197907,0.4,northAmerica
197908,-0.05,northAmerica
197909,0.54,northAmerica
197910,0.63,northAmerica
197911,0.59,northAmerica
197912,1.42,northAmerica
198001,1.07,northAmerica
198002,1.72,northAmerica
198003,0.24,northAmerica
198004,0.84,northAmerica
198005,1.11,northAmerica
198006,0.28,northAmerica
198007,0.54,northAmerica
198008,0.26,northAmerica
198009,-0.22,northAmerica
198010,0.22,northAmerica
198011,0.99,northAmerica
198012,-1.09,northAmerica
198101,3.42,northAmerica
198102,2.27,northAmerica
198103,2.42,northAmerica
198104,0.74,northAmerica
198105,0.35,northAmerica
198106,0.31,northAmerica
198107,0.31,northAmerica
198108,0.59,northAmerica
198109,0.44,northAmerica
198110,0.2,northAmerica
198111,1.92,northAmerica
198112,1.25,northAmerica
198201,-2.26,northAmerica
198202,-0.38,northAmerica
198203,-0.2,northAmerica
198204,-1.1,northAmerica
198205,-0.19,northAmerica
198206,-0.28,northAmerica
198207,0.07,northAmerica
198208,-0.39,northAmerica
198209,-0.11,northAmerica
198210,-0.13,northAmerica
198211,-1.04,northAmerica
198212,0.65,northAmerica
198301,0.74,northAmerica
198302,0.82,northAmerica
198303,0.01,northAmerica
198304,-0.65,northAmerica
198305,-1.2,northAmerica
198306,0.2,northAmerica
198307,0.26,northAmerica
198308,0.77,northAmerica
198309,0.31,northAmerica
198310,0.17,northAmerica
198311,1.5,northAmerica
198312,-2.05,northAmerica
198401,-0.24,northAmerica
198402,1.68,northAmerica
198403,0.29,northAmerica
198404,0.58,northAmerica
198405,0.02,northAmerica
198406,0.44,northAmerica
198407,0.22,northAmerica
198408,0.67,northAmerica
198409,-0.65,northAmerica
198410,-0.2,northAmerica
198411,-0.37,northAmerica
198412,-0.72,northAmerica
198501,1.49,northAmerica
198502,-1.15,northAmerica
198503,1.05,northAmerica
198504,0.27,northAmerica
198505,0.95,northAmerica
198506,-0.06,northAmerica
198507,0.02,northAmerica
198508,-0.38,northAmerica
198509,-0.24,northAmerica
198510,-0.29,northAmerica
198511,-1.72,northAmerica
198512,0.53,northAmerica
198601,2.33,northAmerica
198602,1.89,northAmerica
198603,1.11,northAmerica
198604,0.38,northAmerica
198605,0.57,northAmerica
198606,-0.07,northAmerica
198607,-0.24,northAmerica
198608,-0.09,northAmerica
198609,-0.17,northAmerica
198610,-0.52,northAmerica
198611,-1.67,northAmerica
198612,1.96,northAmerica
198701,2.7,northAmerica
198702,1.9,northAmerica
198703,0.62,northAmerica
198704,1.2,northAmerica
198705,0.54,northAmerica
198706,0.73,northAmerica
198707,0.21,northAmerica
198708,-0.2,northAmerica
198709,0.76,northAmerica
198710,0.13,northAmerica
198711,1.21,northAmerica
198712,2.21,northAmerica
198801,-0.05,northAmerica
198802,0.73,northAmerica
198803,1.4,northAmerica
198804,1.18,northAmerica
198805,0.85,northAmerica
198806,0.87,northAmerica
198807,0.67,northAmerica
198808,0.62,northAmerica
198809,0.31,northAmerica
198810,0.42,northAmerica
198811,0.59,northAmerica
198812,0.47,northAmerica
198901,0.26,northAmerica
198902,-0.39,northAmerica
198903,-1.08,northAmerica
198904,1.11,northAmerica
198905,0.02,northAmerica
198906,0.52,northAmerica
198907,0.77,northAmerica
198908,0.37,northAmerica
198909,0.18,northAmerica
198910,0.07,northAmerica
198911,-0.66,northAmerica
198912,-0.81,northAmerica
199001,1.58,northAmerica
199002,-0.99,northAmerica
199003,1.72,northAmerica
199004,0.8,northAmerica
199005,0.23,northAmerica
199006,0.85,northAmerica
199007,0.33,northAmerica
199008,0.32,northAmerica
199009,0.89,northAmerica
199010,-0.59,northAmerica
199011,-0.21,northAmerica
199012,-1.14,northAmerica
199101,-0.29,northAmerica
199102,2.66,northAmerica
199103,1.08,northAmerica
199104,0.99,northAmerica
199105,1.08,northAmerica
199106,0.87,northAmerica
199107,0.35,northAmerica
199108,0.61,northAmerica
199109,0.28,northAmerica
199110,-0.19,northAmerica
199111,-0.72,northAmerica
199112,0.76,northAmerica
199201,2.11,northAmerica
199202,1.11,northAmerica
199203,1.63,northAmerica
199204,-0.05,northAmerica
199205,-0.39,northAmerica
199206,-0.22,northAmerica
199207,-0.63,northAmerica
199208,-0.49,northAmerica
199209,-0.67,northAmerica
199210,0.14,northAmerica
199211,0.3,northAmerica
199212,-0.34,northAmerica
199301,0.46,northAmerica
199302,-0.15,northAmerica
199303,0.93,northAmerica
199304,0.45,northAmerica
199305,0.74,northAmerica
199306,0.07,northAmerica
199307,0.04,northAmerica
199308,0.06,northAmerica
199309,-0.25,northAmerica
199310,0.18,northAmerica
199311,-0.64,northAmerica
199312,1.04,northAmerica
199401,-0.85,northAmerica
199402,-1.25,northAmerica
199403,1.33,northAmerica
199404,0.58,northAmerica
199405,0.73,northAmerica
199406,0.86,northAmerica
199407,0.57,northAmerica
199408,0.53,northAmerica
199409,0.98,northAmerica
199410,0.8,northAmerica
199411,0.62,northAmerica
199412,1.25,northAmerica
199501,1.66,northAmerica
199502,0.95,northAmerica
199503,0.32,northAmerica
199504,0.59,northAmerica
199505,0.42,northAmerica
199506,0.86,northAmerica
199507,0.15,northAmerica
199508,0.79,northAmerica
199509,0.63,northAmerica
199510,0.2,northAmerica
199511,-0.04,northAmerica
199512,-0.02,northAmerica
199601,-0.78,northAmerica
199602,1.54,northAmerica
199603,-0.17,northAmerica
199604,0.31,northAmerica
199605,0.09,northAmerica
199606,0.76,northAmerica
199607,0.32,northAmerica
199608,0.12,northAmerica
199609,0.22,northAmerica
199610,-0.59,northAmerica
199611,-0.61,northAmerica
199612,0.55,northAmerica
199701,0.21,northAmerica
199702,1.29,northAmerica
199703,0.31,northAmerica
199704,-0.42,northAmerica
199705,-0.13,northAmerica
199706,0.67,northAmerica
199707,0.48,northAmerica
199708,0.44,northAmerica
199709,1.21,northAmerica
199710,-0.38,northAmerica
199711,0.91,northAmerica
199712,2.18,northAmerica
199801,1.06,northAmerica
199802,2.75,northAmerica
199803,0.97,northAmerica
199804,2.11,northAmerica
199805,1.93,northAmerica
199806,1.01,northAmerica
199807,1.39,northAmerica
199808,1.28,northAmerica
199809,1.87,northAmerica
199810,1.2,northAmerica
199811,2.13,northAmerica
199812,1.81,northAmerica
199901,1.19,northAmerica
199902,2.35,northAmerica
199903,1.82,northAmerica
199904,1.26,northAmerica
199905,0.23,northAmerica
199906,0.44,northAmerica
199907,0.27,northAmerica
199908,0.76,northAmerica
199909,0.47,northAmerica
199910,-0.05,northAmerica
199911,2.04,northAmerica
199912,1.66,northAmerica
200001,1.41,northAmerica
200002,2.86,northAmerica
200003,2.53,northAmerica
200004,0.84,northAmerica
200005,0.36,northAmerica
200006,0.07,northAmerica
200007,0.6,northAmerica
200008,0.45,northAmerica
200009,0.25,northAmerica
200010,0.28,northAmerica
200011,0.34,northAmerica
200012,-0.69,northAmerica
200101,2.63,northAmerica
200102,0.71,northAmerica
200103,0.87,northAmerica
200104,0.97,northAmerica
200105,0.81,northAmerica
200106,0.45,northAmerica
200107,0.66,northAmerica
200108,1.12,northAmerica
200109,1.13,northAmerica
200110,0.32,northAmerica
200111,1.88,northAmerica
200112,2.14,northAmerica
200201,2.1,northAmerica
200202,0.72,northAmerica
200203,-1.07,northAmerica
200204,-0.31,northAmerica
200205,-0.37,northAmerica
200206,1.02,northAmerica
200207,0.81,northAmerica
200208,0.33,northAmerica
200209,1.21,northAmerica
200210,-0.02,northAmerica
200211,1.37,northAmerica
200212,3.18,northAmerica
200301,2.44,northAmerica
200302,0.08,northAmerica
200303,0.38,northAmerica
200304,0.79,northAmerica
200305,0.76,northAmerica
200306,0.39,northAmerica
200307,0.92,northAmerica
200308,1.18,northAmerica
200309,0.81,northAmerica
200310,1.81,northAmerica
200311,0.64,northAmerica
200312,1.83,northAmerica
200401,-0.2,northAmerica
200402,1.39,northAmerica
200403,1.34,northAmerica
200404,0.75,northAmerica
200405,-0.12,northAmerica
200406,0.14,northAmerica
200407,0.34,northAmerica
200408,-0.12,northAmerica
200409,0.34,northAmerica
200410,0.81,northAmerica
200411,1.22,northAmerica
200412,0.11,northAmerica
200501,1.1,northAmerica
200502,2.25,northAmerica
200503,1.8,northAmerica
200504,1.64,northAmerica
200505,0.75,northAmerica
200506,0.8,northAmerica
200507,0.74,northAmerica
200508,0.52,northAmerica
200509,0.87,northAmerica
200510,0.94,northAmerica
200511,1.51,northAmerica
200512,1.88,northAmerica
200601,3.37,northAmerica
200602,1.83,northAmerica
200603,1.58,northAmerica
200604,2.06,northAmerica
200605,1.59,northAmerica
200606,1.25,northAmerica
200607,1.05,northAmerica
200608,0.75,northAmerica
200609,0.83,northAmerica
200610,0.71,northAmerica
200611,-0.05,northAmerica
200612,2.8,northAmerica
200701,2.03,northAmerica
200702,0.49,northAmerica
200703,0.92,northAmerica
200704,0.85,northAmerica
200705,0.47,northAmerica
200706,0.89,northAmerica
200707,1.2,northAmerica
200708,0.68,northAmerica
200709,0.46,northAmerica
200710,1.1,northAmerica
200711,0.9,northAmerica
200712,0.38,northAmerica
200801,0.78,northAmerica
200802,0.01,northAmerica
200803,-0.2,northAmerica
200804,0.28,northAmerica
200805,0.43,northAmerica
200806,0.7,northAmerica
200807,0.44,northAmerica
200808,0.47,northAmerica
200809,0.4,northAmerica
200810,0.49,northAmerica
200811,1.39,northAmerica
200812,-0.62,northAmerica
200901,1.0,northAmerica
200902,1.18,northAmerica
200903,-0.37,northAmerica
200904,0.39,northAmerica
200905,0.06,northAmerica
200906,0.21,northAmerica
200907,0.28,northAmerica
200908,0.28,northAmerica
200909,1.31,northAmerica
200910,-0.76,northAmerica
200911,1.9,northAmerica
200912,0.66,northAmerica
201001,2.07,northAmerica
201002,2.37,northAmerica
201003,2.68,northAmerica
201004,2.69,northAmerica
201005,0.85,northAmerica
201006,0.98,northAmerica
201007,0.94,northAmerica
201008,1.21,northAmerica
201009,1.11,northAmerica
201010,1.61,northAmerica
201011,1.75,northAmerica
201012,1.57,northAmerica
201101,1.48,northAmerica
201102,0.66,northAmerica
201103,0.51,northAmerica
201104,-0.11,northAmerica
201105,0.36,northAmerica
201106,0.73,northAmerica
201107,1.21,northAmerica
201108,1.31,northAmerica
201109,1.38,northAmerica
201110,1.06,northAmerica
201111,0.86,northAmerica
201112,1.95,northAmerica
201201,2.09,northAmerica
201202,2.83,northAmerica
201203,2.31,northAmerica
201204,1.61,northAmerica
201205,1.31,northAmerica
201206,1.57,northAmerica
201207,1.64,northAmerica
201208,1.36,northAmerica
201209,1.46,northAmerica
201210,0.46,northAmerica
201211,0.42,northAmerica
201212,1.01,northAmerica
201301,1.71,northAmerica
201302,1.39,northAmerica
201303,0.93,northAmerica
201304,-0.67,northAmerica
201305,0.2,northAmerica
201306,1.27,northAmerica
201307,0.42,northAmerica
201308,0.77,northAmerica
201309,1.22,northAmerica
201310,1.02,northAmerica
201311,0.0,northAmerica
201312,-1.09,northAmerica
201401,2.16,northAmerica
201402,-0.05,northAmerica
201403,-0.32,northAmerica
201404,0.22,northAmerica
201405,0.85,northAmerica
201406,0.99,northAmerica
201407,0.62,northAmerica
201408,0.91,northAmerica
201409,0.81,northAmerica
201410,1.51,northAmerica
201411,-0.18,northAmerica
201412,2.16,northAmerica
201501,1.76,northAmerica
201502,-0.24,northAmerica
201503,1.69,northAmerica
201504,1.07,northAmerica
201505,0.99,northAmerica
201506,1.34,northAmerica
201507,0.76,northAmerica
201508,0.89,northAmerica
201509,1.61,northAmerica
201510,1.34,northAmerica
201511,1.71,northAmerica
201512,2.44,northAmerica
201601,3.25,northAmerica
201602,3.0,northAmerica
201603,2.93,northAmerica
201604,1.52,northAmerica
201605,1.43,northAmerica
201606,1.59,northAmerica
201607,1.29,northAmerica
201608,1.25,northAmerica
201609,1.53,northAmerica
201610,1.32,northAmerica
201611,3.44,northAmerica
201612,0.71,northAmerica
201701,2.82,northAmerica
201702,2.96,northAmerica
201703,1.16,northAmerica
201704,1.11,northAmerica
201705,1.19,northAmerica
201706,1.07,northAmerica
201707,1.02,northAmerica
201708,0.82,northAmerica
201709,1.43,northAmerica
201710,1.34,northAmerica
201711,0.96,northAmerica
201712,1.96,northAmerica
201801,2.02,northAmerica
201802,1.0,northAmerica
201803,1.6,northAmerica
201804,-0.36,northAmerica
201805,1.4,northAmerica
201806,1.03,northAmerica
201807,0.99,northAmerica
201808,0.72,northAmerica
201809,0.39,northAmerica
201810,0.04,northAmerica
201811,0.07,northAmerica
201812,2.14,northAmerica
201901,1.42,northAmerica
201902,-0.18,northAmerica
201903,1.75,northAmerica
201904,1.35,northAmerica
201905,0.93,northAmerica
201906,0.89,northAmerica
201907,1.04,northAmerica
201908,0.99,northAmerica
201909,1.74,northAmerica
201910,0.68,northAmerica
201911,1.12,northAmerica
201912,1.86,northAmerica
202001,1.89,northAmerica
202002,1.1,northAmerica
202003,1.16,northAmerica
202004,0.64,northAmerica
202005,0.64,northAmerica
202006,1.0,northAmerica
202007,1.31,northAmerica
202008,1.37,northAmerica
202009,0.64,northAmerica
202010,0.46,northAmerica
202011,1.57,northAmerica
202012,2.68,northAmerica
202101,3.89,northAmerica
202102,-0.4,northAmerica
202103,2.02,northAmerica
202104,1.18,northAmerica
202105,0.54,northAmerica
202106,1.77,northAmerica
202107,1.11,northAmerica
202108,1.11,northAmerica
202109,1.56,northAmerica
202110,2.41,northAmerica
202111,1.83,northAmerica
202112,1.9,northAmerica
202201,0.93,northAmerica
202202,-0.27,northAmerica
202203,1.68,northAmerica
202204,0.09,northAmerica
202205,0.86,northAmerica
202206,1.2,northAmerica
202207,1.44,northAmerica
202208,1.71,northAmerica
202209,1.99,northAmerica
202210,1.68,northAmerica
202211,0.68,northAmerica
202212,0.62,northAmerica
