Year,Anomaly,Region
188603,-1.44,asia
188604,-0.7,asia
188605,-0.67,asia
188606,-0.96,asia
188607,-0.14,asia
188608,-0.6,asia
188609,-0.37,asia
188610,-1.2,asia
188611,-0.89,asia
188612,1.23,asia
188701,-2.27,asia
188702,-0.21,asia
188703,-0.36,asia
188704,-0.07,asia
188705,-0.48,asia
188706,-0.46,asia
188707,0.01,asia
188708,-0.93,asia
188709,-0.01,asia
188710,-0.49,asia
188711,-0.31,asia
188712,-0.38,asia
188801,0.13,asia
188802,-1.88,asia
188803,-0.53,asia
188804,-0.52,asia
188805,-0.58,asia
188806,-0.26,asia
188807,0.11,asia
188808,-0.14,asia
188809,-0.66,asia
188810,-0.09,asia
188811,-0.13,asia
188812,-1.26,asia
188901,-2.16,asia
188902,1.09,asia
188903,-0.5,asia
188904,-0.09,asia
188905,-0.49,asia
188906,0.0,asia
188907,-0.14,asia
188908,-0.12,asia
188909,-0.3,asia
188910,-1.58,asia
188911,-1.69,asia
188912,-1.36,asia
189001,-1.04,asia
189002,-0.8,asia
189003,-1.17,asia
189004,-0.26,asia
189005,-0.98,asia
189006,-0.2,asia
189007,-0.18,asia
189008,-0.45,asia
189009,-0.3,asia
189010,0.15,asia
189011,-2.11,asia
189012,-1.46,asia
189101,-1.45,asia
189102,-1.06,asia
189103,-0.02,asia
189104,-1.33,asia
189105,-0.51,asia
189106,-0.39,asia
189107,-0.47,asia
189108,-0.4,asia
189109,-0.6,asia
189110,-0.87,asia
189111,-1.57,asia
189112,-0.41,asia
189201,-0.93,asia
189202,-0.81,asia
189203,-1.97,asia
189204,-1.01,asia
189205,-0.1,asia
189206,0.19,asia
189207,-0.26,asia
189208,-0.46,asia
189209,-0.29,asia
189210,-0.44,asia
189211,-1.65,asia
189212,-1.01,asia
189301,-3.18,asia
189302,-2.12,asia
189303,0.27,asia
189304,0.54,asia
189305,-0.53,asia
189306,0.12,asia
189307,0.15,asia
189308,-0.5,asia
189309,-0.27,asia
189310,-0.38,asia
189311,-0.05,asia
189312,-1.06,asia
189401,-1.32,asia
189402,0.92,asia
189403,0.05,asia
189404,-0.87,asia
189405,-0.04,asia
189406,-0.54,asia
189407,-0.13,asia
189408,-0.03,asia
189409,-0.39,asia
189410,-0.83,asia
189411,-1.0,asia
189412,-1.03,asia
189501,-2.56,asia
189502,-1.9,asia
189503,-0.35,asia
189504,-0.76,asia
189505,-0.84,asia
189506,-0.43,asia
189507,-0.06,asia
189508,-0.38,asia
189509,-0.1,asia
189510,-0.18,asia
189511,-0.3,asia
189512,-0.62,asia
189601,0.09,asia
189602,-0.51,asia
189603,-1.07,asia
189604,-1.76,asia
189605,-0.44,asia
189606,0.16,asia
189607,-0.34,asia
189608,-0.1,asia
189609,-0.2,asia
189610,0.22,asia
189611,-0.34,asia
189612,-1.49,asia
189701,-1.43,asia
189702,-1.05,asia
189703,-1.34,asia
189704,-0.25,asia
189705,0.16,asia
189706,-0.37,asia
189707,0.22,asia
189708,-0.08,asia
189709,0.06,asia
189710,-0.34,asia
189711,-0.07,asia
189712,-0.69,asia
189801,0.19,asia
189802,-0.8,asia
189803,-3.34,asia
189804,-1.37,asia
189805,-0.6,asia
189806,-0.42,asia
189807,-0.05,asia
189808,-0.1,asia
189809,-0.27,asia
189810,-0.98,asia
189811,-0.69,asia
189812,0.36,asia
189901,0.08,asia
189902,-0.06,asia
189903,0.42,asia
189904,-0.36,asia
189905,-0.2,asia
189906,-0.33,asia
189907,-0.31,asia
189908,-0.13,asia
189909,0.08,asia
189910,0.23,asia
189911,0.07,asia
189912,-1.05,asia
190001,-3.5,asia
190002,-1.11,asia
190003,0.31,asia
190004,-0.73,asia
190005,0.14,asia
190006,-0.52,asia
190007,-0.22,asia
190008,0.06,asia
190009,-0.11,asia
190010,-0.01,asia
190011,-0.13,asia
190012,-0.09,asia
190101,-1.05,asia
190102,0.02,asia
190103,1.35,asia
190104,0.42,asia
190105,-0.17,asia
190106,0.08,asia
190107,-0.24,asia
190108,-0.17,asia
190109,-0.46,asia
190110,-1.43,asia
190111,0.5,asia
190112,-0.73,asia
190201,0.24,asia
190202,0.33,asia
190203,-0.35,asia
190204,-1.56,asia
190205,-0.79,asia
190206,-0.21,asia
190207,-0.45,asia
190208,-0.28,asia
190209,-0.35,asia
190210,-1.19,asia
190211,-1.78,asia
190212,-1.07,asia
190301,-0.34,asia
190302,1.44,asia
190303,-0.7,asia
190304,-1.01,asia
190305,-0.63,asia
190306,-0.65,asia
190307,-0.08,asia
190308,-0.36,asia
190309,-0.38,asia
190310,-1.14,asia
190311,-0.21,asia
190312,-1.68,asia
190401,-0.66,asia
190402,0.05,asia
190403,-0.3,asia
190404,-1.1,asia
190405,-0.47,asia
190406,-0.52,asia
190407,-0.51,asia
190408,-0.23,asia
190409,-0.81,asia
190410,-0.74,asia
190411,0.74,asia
190412,0.16,asia
190501,0.73,asia
190502,-1.73,asia
190503,-1.88,asia
190504,-1.8,asia
190505,-0.5,asia
190506,-0.55,asia
190507,-0.23,asia
190508,-0.44,asia
190509,-0.4,asia
190510,0.18,asia
190511,0.14,asia
190512,-0.36,asia
190601,-1.88,asia
190602,-1.55,asia
190603,0.27,asia
190604,0.61,asia
190605,0.05,asia
190606,0.37,asia
190607,-0.32,asia
190608,0.15,asia
190609,-0.34,asia
190610,0.12,asia
190611,-0.88,asia
190612,1.37,asia
190701,-0.32,asia
190702,-0.96,asia
190703,-0.31,asia
190704,-0.23,asia
190705,-0.77,asia
190706,-0.83,asia
190707,-0.58,asia
190708,-0.25,asia
190709,-0.15,asia
190710,-0.1,asia
190711,-1.47,asia
190712,-1.87,asia
190801,-1.41,asia
190802,-0.14,asia
190803,-1.82,asia
190804,-0.71,asia
190805,-0.24,asia
190806,0.26,asia
190807,-0.38,asia
190808,-0.22,asia
190809,-0.06,asia
190810,-0.66,asia
190811,-1.15,asia
190812,-0.99,asia
190901,-1.6,asia
190902,-0.08,asia
190903,-1.83,asia
190904,-0.32,asia
190905,-0.63,asia
190906,-0.74,asia
190907,-0.01,asia
190908,0.08,asia
190909,-0.12,asia
190910,-0.27,asia
190911,0.64,asia
190912,0.17,asia
191001,-0.05,asia
191002,0.42,asia
191003,-1.34,asia
191004,-0.5,asia
191005,-0.15,asia
191006,-0.63,asia
191007,0.06,asia
191008,0.03,asia
191009,-0.48,asia
191010,-0.62,asia
191011,-1.09,asia
191012,-1.81,asia
191101,-1.17,asia
191102,-0.57,asia
191103,-1.63,asia
191104,0.21,asia
191105,-0.77,asia
191106,-0.27,asia
191107,-0.15,asia
191108,-0.28,asia
191109,-0.66,asia
191110,-0.53,asia
191111,0.48,asia
191112,-1.01,asia
191201,0.07,asia
191202,-0.4,asia
191203,-1.8,asia
191204,-0.11,asia
191205,-0.23,asia
191206,0.36,asia
191207,-0.81,asia
191208,-1.15,asia
191209,-1.18,asia
191210,-2.43,asia
191211,-0.87,asia
191212,-1.05,asia
191301,-0.38,asia
191302,-1.29,asia
191303,-0.44,asia
191304,-0.97,asia
191305,-0.57,asia
191306,-0.69,asia
191307,-0.56,asia
191308,-0.25,asia
191309,-0.2,asia
191310,-0.44,asia
191311,-0.16,asia
191312,1.09,asia
191401,1.34,asia
191402,1.7,asia
191403,-0.53,asia
191404,-0.58,asia
191405,-0.31,asia
191406,0.04,asia
191407,-0.34,asia
191408,-0.03,asia
191409,0.0,asia
191410,-0.32,asia
191411,-0.5,asia
191412,0.49,asia
191501,-1.1,asia
191502,-0.59,asia
191503,-0.1,asia
191504,-0.22,asia
191505,0.69,asia
191506,0.22,asia
191507,0.07,asia
191508,-0.36,asia
191509,-0.33,asia
191510,-1.2,asia
191511,0.19,asia
191512,-0.55,asia
191601,0.53,asia
191602,-0.55,asia
191603,-1.01,asia
191604,-0.39,asia
191605,-0.51,asia
191606,-0.56,asia
191607,-0.29,asia
191608,-0.12,asia
191609,-0.41,asia
191610,-0.09,asia
191611,-1.08,asia
191612,-2.41,asia
191701,-0.52,asia
191702,-0.37,asia
191703,-1.09,asia
191704,-0.14,asia
191705,-0.15,asia
191706,-0.18,asia
191707,-0.07,asia
191708,-0.28,asia
191709,0.0,asia
191710,-0.54,asia
191711,-0.24,asia
191712,-0.82,asia
191801,0.05,asia
191802,-0.27,asia
191803,-0.06,asia
191804,-0.79,asia
191805,-0.94,asia
191806,-0.42,asia
191807,-0.33,asia
191808,-0.3,asia
191809,0.0,asia
191810,-0.01,asia
191811,-0.63,asia
191812,-2.4,asia
191901,-2.32,asia
191902,-1.1,asia
191903,-1.01,asia
191904,0.27,asia
191905,-0.49,asia
191906,-0.49,asia
191907,-0.06,asia
191908,0.2,asia
191909,-0.08,asia
191910,0.62,asia
191911,-0.29,asia
191912,-0.58,asia
192001,1.24,asia
192002,-1.25,asia
192003,0.99,asia
192004,0.38,asia
192005,0.24,asia
192006,-0.06,asia
192007,-0.07,asia
192008,0.06,asia
192009,-0.43,asia
192010,-0.73,asia
192011,-0.54,asia
192012,-2.05,asia
192101,0.93,asia
192102,0.24,asia
192103,-0.03,asia
192104,0.02,asia
192105,-0.39,asia
192106,0.25,asia
192107,0.21,asia
192108,-0.16,asia
192109,-0.19,asia
192110,-0.27,asia
192111,0.17,asia
192112,-0.53,asia
192201,-0.94,asia
192202,-1.16,asia
192203,0.36,asia
192204,0.03,asia
192205,-0.01,asia
192206,0.08,asia
192207,0.12,asia
192208,-0.11,asia
192209,-0.57,asia
192210,-0.42,asia
192211,-0.15,asia
192212,1.02,asia
192301,-0.25,asia
192302,-0.57,asia
192303,0.19,asia
192304,-1.13,asia
192305,-0.81,asia
192306,0.09,asia
192307,-0.32,asia
192308,0.19,asia
192309,-0.09,asia
192310,0.27,asia
192311,-0.12,asia
192312,0.3,asia
192401,-0.26,asia
192402,-0.75,asia
192403,-0.18,asia
192404,-0.22,asia
192405,-0.26,asia
192406,-0.25,asia
192407,0.06,asia
192408,0.09,asia
192409,0.2,asia
192410,-0.32,asia
192411,1.07,asia
192412,0.85,asia
192501,1.05,asia
192502,-0.9,asia
192503,-0.05,asia
192504,-0.44,asia
192505,-0.57,asia
192506,-0.56,asia
192507,-0.5,asia
192508,-0.17,asia
192509,0.17,asia
192510,0.69,asia
192511,0.62,asia
192512,0.83,asia
192601,1.18,asia
192602,-0.04,asia
192603,1.58,asia
192604,-0.66,asia
192605,-0.93,asia
192606,-0.4,asia
192607,-0.53,asia
192608,0.19,asia
192609,-0.03,asia
192610,0.11,asia
192611,0.27,asia
192612,-0.47,asia
192701,-1.76,asia
192702,-0.53,asia
192703,-1.86,asia
192704,-0.29,asia
192705,0.11,asia
192706,-0.05,asia
192707,-0.03,asia
192708,-0.1,asia
192709,0.5,asia
192710,0.63,asia
192711,0.15,asia
192712,-0.48,asia
192801,-0.43,asia
192802,0.15,asia
192803,-1.09,asia
192804,-0.32,asia
192805,-0.14,asia
192806,-0.32,asia
192807,-0.21,asia
192808,-0.05,asia
192809,-0.16,asia
192810,-0.09,asia
192811,-0.15,asia
192812,-0.2,asia
192901,-1.93,asia
192902,-2.09,asia
192903,0.18,asia
192904,-0.11,asia
192905,-0.37,asia
192906,-0.51,asia
192907,-0.37,asia
192908,-0.23,asia
192909,-0.35,asia
192910,0.01,asia
192911,0.12,asia
192912,-2.61,asia
193001,-0.44,asia
193002,-0.98,asia
193003,0.96,asia
193004,-0.83,asia
193005,-0.23,asia
193006,-0.36,asia
193007,-0.04,asia
193008,0.17,asia
193009,-0.51,asia
193010,-0.15,asia
193011,0.78,asia
193012,-1.11,asia
193101,-1.62,asia
193102,-2.97,asia
193103,0.02,asia
193104,-1.0,asia
193105,-0.65,asia
193106,0.13,asia
193107,0.17,asia
193108,0.42,asia
193109,0.56,asia
193110,0.98,asia
193111,0.22,asia
193112,0.1,asia
193201,2.12,asia
193202,-0.19,asia
193203,-0.12,asia
193204,0.65,asia
193205,-0.35,asia
193206,-0.06,asia
193207,0.25,asia
193208,-0.03,asia
193209,0.68,asia
193210,0.7,asia
193211,-0.24,asia
193212,-0.34,asia
193301,-1.55,asia
193302,-1.52,asia
193303,-1.34,asia
193304,-0.38,asia
193305,-0.65,asia
193306,-0.65,asia
193307,-0.02,asia
193308,-0.03,asia
193309,-0.47,asia
193310,-0.11,asia
193311,-0.04,asia
193312,-0.3,asia
193401,-0.59,asia
193402,2.04,asia
193403,-0.84,asia
193404,-1.49,asia
193405,0.16,asia
193406,-0.26,asia
193407,-0.27,asia
193408,-0.14,asia
193409,-0.75,asia
193410,-0.07,asia
193411,0.24,asia
193412,0.51,asia
193501,-0.75,asia
193502,2.25,asia
193503,0.32,asia
193504,-1.15,asia
193505,-0.15,asia
193506,-0.18,asia
193507,-0.15,asia
193508,0.34,asia
193509,0.12,asia
193510,0.42,asia
193511,-1.37,asia
193512,-1.23,asia
193601,-1.47,asia
193602,-0.63,asia
193603,-1.46,asia
193604,-0.36,asia
193605,-0.21,asia
193606,-0.19,asia
193607,0.14,asia
193608,-0.16,asia
193609,0.27,asia
193610,0.8,asia
193611,0.36,asia
193612,1.12,asia
193701,0.0,asia
193702,0.75,asia
193703,-1.72,asia
193704,-0.9,asia
193705,-0.03,asia
193706,0.06,asia
193707,0.03,asia
193708,-0.06,asia
193709,0.48,asia
193710,0.62,asia
193711,-0.25,asia
193712,-0.68,asia
193801,0.25,asia
193802,0.51,asia
193803,0.54,asia
193804,1.6,asia
193805,0.34,asia
193806,-0.36,asia
193807,0.16,asia
193808,0.33,asia
193809,0.26,asia
193810,0.02,asia
193811,1.01,asia
193812,-1.51,asia
193901,-0.7,asia
193902,1.41,asia
193903,-0.04,asia
193904,-0.35,asia
193905,0.09,asia
193906,0.46,asia
193907,0.04,asia
193908,0.2,asia
193909,0.0,asia
193910,-0.12,asia
193911,0.43,asia
193912,1.88,asia
194001,-1.32,asia
194002,0.24,asia
194003,0.13,asia
194004,0.68,asia
194005,-0.39,asia
194006,0.21,asia
194007,0.25,asia
194008,0.0,asia
194009,0.0,asia
194010,-0.41,asia
194011,0.52,asia
194012,0.46,asia
194101,-0.27,asia
194102,-0.39,asia
194103,-0.31,asia
194104,-0.48,asia
194105,0.04,asia
194106,0.36,asia
194107,0.01,asia
194108,0.18,asia
194109,0.02,asia
194110,0.7,asia
194111,-0.54,asia
194112,-0.64,asia
194201,0.42,asia
194202,-1.23,asia
194203,-0.63,asia
194204,-0.63,asia
194205,-0.21,asia
194206,0.4,asia
194207,0.13,asia
194208,-0.29,asia
194209,0.15,asia
194210,0.19,asia
194211,0.72,asia
194212,1.04,asia
194301,-0.54,asia
194302,0.57,asia
194303,0.63,asia
194304,0.91,asia
194305,1.13,asia
194306,-0.27,asia
194307,0.08,asia
194308,0.21,asia
194309,0.3,asia
194310,0.5,asia
194311,-0.13,asia
194312,0.83,asia
194401,1.32,asia
194402,1.03,asia
194403,1.78,asia
194404,0.07,asia
194405,0.39,asia
194406,0.05,asia
194407,0.17,asia
194408,-0.07,asia
194409,0.62,asia
194410,0.26,asia
194411,-0.65,asia
194412,-1.31,asia
194501,-0.97,asia
194502,-2.05,asia
194503,-1.14,asia
194504,0.85,asia
194505,0.29,asia
194506,0.29,asia
194507,-0.23,asia
194508,0.56,asia
194509,0.48,asia
194510,0.68,asia
194511,0.33,asia
194512,-0.97,asia
194601,0.56,asia
194602,1.18,asia
194603,-1.11,asia
194604,0.83,asia
194605,-0.21,asia
194606,-0.2,asia
194607,0.07,asia
194608,0.1,asia
194609,-0.36,asia
194610,0.08,asia
194611,0.11,asia
194612,-1.58,asia
194701,-0.97,asia
194702,-0.8,asia
194703,0.61,asia
194704,1.13,asia
194705,0.21,asia
194706,-0.13,asia
194707,-0.3,asia
194708,-0.15,asia
194709,0.24,asia
194710,0.81,asia
194711,0.43,asia
194712,-0.79,asia
194801,1.42,asia
194802,0.44,asia
194803,0.5,asia
194804,0.67,asia
194805,0.43,asia
194806,0.33,asia
194807,0.16,asia
194808,0.2,asia
194809,0.14,asia
194810,0.5,asia
194811,0.58,asia
194812,0.01,asia
194901,1.68,asia
194902,0.59,asia
194903,-0.44,asia
194904,0.3,asia
194905,0.41,asia
194906,-0.3,asia
194907,-0.38,asia
194908,0.05,asia
194909,-0.21,asia
194910,0.48,asia
194911,-1.13,asia
194912,-1.11,asia
195001,-0.65,asia
195002,-0.72,asia
195003,0.22,asia
195004,-0.23,asia
195005,0.22,asia
195006,-0.2,asia
195007,-0.42,asia
195008,-0.33,asia
195009,-0.12,asia
195010,0.01,asia
195011,-1.56,asia
195012,-0.73,asia
195101,-1.14,asia
195102,-2.44,asia
195103,-0.42,asia
195104,0.09,asia
195105,0.4,asia
195106,-0.14,asia
195107,0.0,asia
195108,0.22,asia
195109,0.68,asia
195110,1.02,asia
195111,0.3,asia
195112,2.76,asia
195201,0.62,asia
195202,-0.02,asia
195203,-0.85,asia
195204,-0.34,asia
195205,-0.14,asia
195206,0.0,asia
195207,0.36,asia
195208,0.1,asia
195209,0.55,asia
195210,-0.72,asia
195211,-2.22,asia
195212,-1.41,asia
195301,0.1,asia
195302,0.33,asia
195303,1.01,asia
195304,0.66,asia
195305,0.56,asia
195306,0.53,asia
195307,0.5,asia
195308,0.27,asia
195309,0.27,asia
195310,0.16,asia
195311,-1.2,asia
195312,0.79,asia
195401,-0.67,asia
195402,-1.18,asia
195403,-0.75,asia
195404,0.17,asia
195405,-0.62,asia
195406,0.13,asia
195407,0.21,asia
195408,0.37,asia
195409,0.25,asia
195410,0.42,asia
195411,0.29,asia
195412,-1.12,asia
195501,1.11,asia
195502,-0.18,asia
195503,-1.22,asia
195504,-0.96,asia
195505,0.07,asia
195506,0.26,asia
195507,-0.22,asia
195508,0.25,asia
195509,0.02,asia
195510,0.27,asia
195511,0.3,asia
195512,-0.38,asia
195601,-0.78,asia
195602,-0.84,asia
195603,-0.38,asia
195604,-0.59,asia
195605,-0.36,asia
195606,-0.1,asia
195607,-0.1,asia
195608,-0.35,asia
195609,-0.41,asia
195610,-0.4,asia
195611,-0.38,asia
195612,-0.27,asia
195701,0.02,asia
195702,-1.27,asia
195703,-1.26,asia
195704,-0.67,asia
195705,0.0,asia
195706,0.11,asia
195707,-0.35,asia
195708,-0.07,asia
195709,-0.01,asia
195710,-0.38,asia
195711,-0.25,asia
195712,0.95,asia
195801,0.55,asia
195802,0.65,asia
195803,-0.5,asia
195804,-0.47,asia
195805,-0.57,asia
195806,-0.25,asia
195807,-0.09,asia
195808,-0.22,asia
195809,-0.57,asia
195810,-0.26,asia
195811,-0.12,asia
195812,0.21,asia
195901,0.52,asia
195902,0.43,asia
195903,1.43,asia
195904,0.31,asia
195905,-0.21,asia
195906,0.25,asia
195907,-0.23,asia
195908,0.3,asia
195909,0.5,asia
195910,-0.03,asia
195911,-0.54,asia
195912,-0.98,asia
196001,-0.26,asia
196002,1.13,asia
196003,-1.16,asia
196004,-0.54,asia
196005,-0.83,asia
196006,0.34,asia
196007,-0.1,asia
196008,-0.2,asia
196009,0.13,asia
196010,-0.76,asia
196011,-0.97,asia
196012,0.9,asia
196101,0.29,asia
196102,0.84,asia
196103,1.19,asia
196104,0.29,asia
196105,0.19,asia
196106,-0.07,asia
196107,0.13,asia
196108,-0.09,asia
196109,0.15,asia
196110,-0.65,asia
196111,0.28,asia
196112,0.27,asia
196201,1.3,asia
196202,1.84,asia
196203,0.98,asia
196204,0.57,asia
196205,0.48,asia
196206,-0.36,asia
196207,0.38,asia
196208,-0.15,asia
196209,-0.06,asia
196210,-0.25,asia
196211,-0.61,asia
196212,0.52,asia
196301,0.89,asia
196302,1.98,asia
196303,0.27,asia
196304,-0.76,asia
196305,-0.22,asia
196306,-0.34,asia
196307,0.07,asia
196308,0.07,asia
196309,0.11,asia
196310,0.62,asia
196311,1.08,asia
196312,0.29,asia
196401,-0.1,asia
196402,-1.03,asia
196403,-0.4,asia
196404,-0.89,asia
196405,-0.26,asia
196406,-0.17,asia
196407,-0.07,asia
196408,-0.02,asia
196409,-0.13,asia
196410,-0.67,asia
196411,-0.05,asia
196412,0.28,asia
196501,0.41,asia
196502,-0.6,asia
196503,0.45,asia
196504,-0.73,asia
196505,-0.08,asia
196506,-0.07,asia
196507,0.01,asia
196508,-0.29,asia
196509,0.05,asia
196510,0.34,asia
196511,-0.66,asia
196512,-0.29,asia
196601,0.15,asia
196602,-0.47,asia
196603,-0.06,asia
196604,-0.81,asia
196605,0.07,asia
196606,0.13,asia
196607,-0.03,asia
196608,0.41,asia
196609,0.27,asia
196610,-0.4,asia
196611,-0.28,asia
196612,-1.14,asia
196701,-0.62,asia
196702,-0.59,asia
196703,0.93,asia
196704,0.56,asia
196705,0.9,asia
196706,-0.05,asia
196707,0.25,asia
196708,-0.08,asia
196709,-0.42,asia
196710,1.21,asia
196711,0.24,asia
196712,0.32,asia
196801,-0.27,asia
196802,-0.21,asia
196803,2.14,asia
196804,0.16,asia
196805,0.21,asia
196806,-0.33,asia
196807,-0.22,asia
196808,-0.29,asia
196809,-0.55,asia
196810,-0.59,asia
196811,-1.1,asia
196812,-1.02,asia
196901,-2.81,asia
196902,-3.75,asia
196903,-0.58,asia
196904,-0.39,asia
196905,-0.57,asia
196906,-0.27,asia
196907,0.16,asia
196908,-0.37,asia
196909,-0.43,asia
196910,-0.15,asia
196911,0.64,asia
196912,0.4,asia
197001,-0.09,asia
197002,0.54,asia
197003,-0.56,asia
197004,0.29,asia
197005,0.02,asia
197006,-0.33,asia
197007,0.21,asia
197008,-0.29,asia
197009,0.2,asia
197010,-0.47,asia
197011,0.06,asia
197012,-0.12,asia
197101,0.85,asia
197102,-1.19,asia
197103,-0.37,asia
197104,-0.18,asia
197105,0.06,asia
197106,-0.19,asia
197107,0.03,asia
197108,-0.08,asia
197109,0.36,asia
197110,0.11,asia
197111,1.88,asia
197112,1.1,asia
197201,-1.61,asia
197202,-1.27,asia
197203,0.11,asia
197204,0.59,asia
197205,-0.27,asia
197206,0.06,asia
197207,-0.23,asia
197208,-0.23,asia
197209,-0.66,asia
197210,0.13,asia
197211,-0.52,asia
197212,0.51,asia
197301,-0.27,asia
197302,1.6,asia
197303,0.83,asia
197304,0.9,asia
197305,0.21,asia
197306,0.37,asia
197307,-0.02,asia
197308,0.1,asia
197309,-0.13,asia
197310,-0.32,asia
197311,0.83,asia
197312,0.96,asia
197401,-1.03,asia
197402,-1.6,asia
197403,0.49,asia
197404,0.61,asia
197405,0.14,asia
197406,-0.22,asia
197407,0.31,asia
197408,0.03,asia
197409,0.3,asia
197410,-0.33,asia
197411,-0.66,asia
197412,-0.77,asia
197501,1.48,asia
197502,0.46,asia
197503,1.62,asia
197504,1.12,asia
197505,0.31,asia
197506,0.38,asia
197507,0.08,asia
197508,-0.01,asia
197509,0.7,asia
197510,0.09,asia
197511,0.01,asia
197512,0.59,asia
197601,1.34,asia
197602,-0.51,asia
197603,-1.01,asia
197604,0.26,asia
197605,-0.09,asia
197606,-0.24,asia
197607,-0.54,asia
197608,-0.27,asia
197609,-0.02,asia
197610,-1.64,asia
197611,-1.0,asia
197612,-0.64,asia
197701,-2.0,asia
197702,-1.14,asia
197703,0.86,asia
197704,1.04,asia
197705,0.64,asia
197706,0.75,asia
197707,0.08,asia
197708,-0.18,asia
197709,0.14,asia
197710,-0.81,asia
197711,1.4,asia
197712,0.49,asia
197801,0.38,asia
197802,-0.29,asia
197803,0.79,asia
197804,0.57,asia
197805,-0.15,asia
197806,-0.07,asia
197807,-0.21,asia
197808,-0.47,asia
197809,0.13,asia
197810,0.35,asia
197811,1.63,asia
197812,-0.07,asia
197901,-0.59,asia
197902,0.52,asia
197903,-0.08,asia
197904,-0.83,asia
197905,0.27,asia
197906,0.12,asia
197907,-0.02,asia
197908,-0.3,asia
197909,0.08,asia
197910,0.08,asia
197911,-0.03,asia
197912,1.73,asia
198001,-0.31,asia
198002,0.11,asia
198003,-0.84,asia
198004,-0.09,asia
198005,0.29,asia
198006,0.19,asia
198007,0.16,asia
198008,-0.05,asia
198009,0.13,asia
198010,0.29,asia
198011,0.88,asia
198012,1.56,asia
198101,2.0,asia
198102,1.21,asia
198103,0.96,asia
198104,0.97,asia
198105,0.22,asia
198106,0.56,asia
198107,0.3,asia
198108,0.4,asia
198109,0.03,asia
198110,-0.1,asia
198111,0.1,asia
198112,1.47,asia
198201,0.26,asia
198202,0.72,asia
198203,-0.58,asia
198204,1.29,asia
198205,0.28,asia
198206,-0.1,asia
198207,0.07,asia
198208,-0.08,asia
198209,0.04,asia
198210,-0.32,asia
198211,-0.1,asia
198212,1.26,asia
198301,1.87,asia
198302,0.85,asia
198303,0.9,asia
198304,-0.16,asia
198305,0.11,asia
198306,-0.02,asia
198307,0.2,asia
198308,0.36,asia
198309,0.54,asia
198310,0.42,asia
198311,1.75,asia
198312,1.69,asia
198401,1.16,asia
198402,-1.07,asia
198403,0.69,asia
198404,-0.62,asia
198405,0.92,asia
198406,0.23,asia
198407,0.13,asia
198408,-0.17,asia
198409,-0.11,asia
198410,-0.24,asia
198411,-0.6,asia
198412,-1.64,asia
198501,-0.26,asia
198502,-0.44,asia
198503,-0.46,asia
198504,0.62,asia
198505,-0.02,asia
198506,0.16,asia
198507,-0.37,asia
198508,0.19,asia
198509,0.01,asia
198510,0.06,asia
198511,0.63,asia
198512,0.26,asia
198601,0.87,asia
198602,0.38,asia
198603,0.59,asia
198604,0.38,asia
198605,0.08,asia
198606,0.25,asia
198607,0.03,asia
198608,-0.09,asia
198609,-0.01,asia
198610,0.26,asia
198611,0.7,asia
198612,-0.24,asia
198701,-0.08,asia
198702,1.3,asia
198703,-0.32,asia
198704,-0.6,asia
198705,0.21,asia
198706,-0.27,asia
198707,0.14,asia
198708,0.36,asia
198709,0.08,asia
198710,-0.35,asia
198711,-1.32,asia
198712,0.52,asia
198801,1.24,asia
198802,-0.07,asia
198803,0.4,asia
198804,0.42,asia
198805,0.29,asia
198806,0.69,asia
198807,0.71,asia
198808,0.22,asia
198809,0.88,asia
198810,0.81,asia
198811,1.13,asia
198812,2.43,asia
198901,0.63,asia
198902,1.74,asia
198903,2.12,asia
198904,-0.06,asia
198905,0.61,asia
198906,0.18,asia
198907,0.23,asia
198908,0.03,asia
198909,0.09,asia
198910,0.63,asia
198911,0.43,asia
198912,1.89,asia
199001,-0.09,asia
199002,1.58,asia
199003,3.11,asia
199004,1.01,asia
199005,0.93,asia
199006,0.62,asia
199007,0.23,asia
199008,0.33,asia
199009,0.2,asia
199010,0.81,asia
199011,1.03,asia
199012,1.49,asia
199101,1.38,asia
199102,0.38,asia
199103,-0.19,asia
199104,1.15,asia
199105,0.59,asia
199106,0.78,asia
199107,0.72,asia
199108,0.27,asia
199109,0.57,asia
199110,0.96,asia
199111,1.3,asia
199112,0.4,asia
199201,1.52,asia
199202,1.32,asia
199203,0.43,asia
199204,-0.06,asia
199205,0.34,asia
199206,-0.39,asia
199207,-0.29,asia
199208,-0.31,asia
199209,-0.5,asia
199210,-0.5,asia
199211,-0.29,asia
199212,1.4,asia
199301,1.48,asia
199302,2.26,asia
199303,1.37,asia
199304,-0.01,asia
199305,-0.04,asia
199306,0.28,asia
199307,0.19,asia
199308,-0.14,asia
199309,-0.27,asia
199310,0.01,asia
199311,-1.13,asia
199312,0.21,asia
199401,0.9,asia
199402,-0.28,asia
199403,0.75,asia
199404,0.64,asia
199405,0.68,asia
199406,0.78,asia
199407,0.18,asia
199408,0.22,asia
199409,0.29,asia
199410,1.08,asia
199411,1.22,asia
199412,0.23,asia
199501,1.79,asia
199502,3.35,asia
199503,1.45,asia
199504,1.3,asia
199505,0.59,asia
199506,0.73,asia
199507,0.33,asia
199508,0.75,asia
199509,0.57,asia
199510,1.21,asia
199511,1.96,asia
199512,0.95,asia
199601,0.24,asia
199602,1.03,asia
199603,0.64,asia
199604,-0.39,asia
199605,0.65,asia
